Tag;Class;Fc;Ft;Ry;Ru;E;Ec0;Ec1;Ec2;Ec1Red;Et1Red;Et0;Et1;Et2;Type;TypeCalc;Dampness;ProkatType;NormName
С345 (60-80 мм);275;-275000;275000;275000;440000;206000000;0.001335;0.000801;-0.025000;0.001335;0.000000;0.001335;0.000801;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С345 (80-160 мм);265;-265000;265000;265000;430000;206000000;0.001286;0.000772;-0.025000;0.001286;0.000000;0.001286;0.000772;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С345К (2-10 мм);355;-355000;355000;355000;470000;206000000;0.001723;0.001034;-0.025000;0.001723;0.000000;0.001723;0.001034;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С345К (4-10 мм);345;-345000;345000;345000;470000;206000000;0.001675;0.001005;-0.025000;0.001675;0.000000;0.001675;0.001005;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355 (2-16 мм);355;-355000;355000;355000;490000;206000000;0.001723;0.001034;-0.025000;0.001723;0.000000;0.001723;0.001034;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355 (8-16 мм);355;-355000;355000;355000;470000;206000000;0.001723;0.001034;-0.025000;0.001723;0.000000;0.001723;0.001034;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355 (16-40 мм);345;-345000;345000;345000;490000;206000000;0.001675;0.001005;-0.025000;0.001675;0.000000;0.001675;0.001005;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355 (40-60 мм);335;-335000;335000;335000;490000;206000000;0.001626;0.000976;-0.025000;0.001626;0.000000;0.001626;0.000976;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355 (60-80 мм);325;-325000;325000;325000;490000;206000000;0.001578;0.000947;-0.025000;0.001578;0.000000;0.001578;0.000947;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355 (80-100 мм);315;-315000;315000;315000;470000;206000000;0.001529;0.000917;-0.025000;0.001529;0.000000;0.001529;0.000917;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355 (100-160 мм);295;-295000;295000;295000;460000;206000000;0.001432;0.000859;-0.025000;0.001432;0.000000;0.001432;0.000859;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355 (160-200 мм);285;-285000;285000;285000;470000;206000000;0.001383;0.000830;-0.025000;0.001383;0.000000;0.001383;0.000830;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355 (200-260 мм);270;-270000;270000;270000;450000;206000000;0.001311;0.000786;-0.025000;0.001311;0.000000;0.001311;0.000786;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355 (260-300 мм);260;-260000;260000;260000;450000;206000000;0.001262;0.000757;-0.025000;0.001262;0.000000;0.001262;0.000757;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355 (300-360 мм);245;-245000;245000;245000;440000;206000000;0.001189;0.000714;-0.025000;0.001189;0.000000;0.001189;0.000714;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355-1 (2-16 мм);355;-355000;355000;355000;490000;206000000;0.001723;0.001034;-0.025000;0.001723;0.000000;0.001723;0.001034;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355-1 (8-16 мм);345;-345000;345000;345000;470000;206000000;0.001675;0.001005;-0.025000;0.001675;0.000000;0.001675;0.001005;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355-1 (16-40 мм);345;-345000;345000;345000;490000;206000000;0.001675;0.001005;-0.025000;0.001675;0.000000;0.001675;0.001005;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355-1 (40-50 мм);335;-335000;335000;335000;490000;206000000;0.001626;0.000976;-0.025000;0.001626;0.000000;0.001626;0.000976;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355-К (2-16 мм);355;-355000;355000;355000;490000;206000000;0.001723;0.001034;-0.025000;0.001723;0.000000;0.001723;0.001034;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355-К (8-16 мм);345;-345000;345000;345000;470000;206000000;0.001675;0.001005;-0.025000;0.001675;0.000000;0.001675;0.001005;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355-К (16-40 мм);345;-345000;345000;345000;490000;206000000;0.001675;0.001005;-0.025000;0.001675;0.000000;0.001675;0.001005;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355-К (40-50 мм);335;-335000;335000;335000;490000;206000000;0.001626;0.000976;-0.025000;0.001626;0.000000;0.001626;0.000976;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355П (2-16 мм);355;-355000;355000;355000;490000;206000000;0.001723;0.001034;-0.025000;0.001723;0.000000;0.001723;0.001034;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355П (8-16 мм);355;-355000;355000;355000;470000;206000000;0.001723;0.001034;-0.025000;0.001723;0.000000;0.001723;0.001034;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С355П (16-40 мм);345;-345000;345000;345000;490000;206000000;0.001675;0.001005;-0.025000;0.001675;0.000000;0.001675;0.001005;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С390 (5-16 мм);390;-390000;390000;390000;520000;206000000;0.001893;0.001136;-0.025000;0.001893;0.000000;0.001893;0.001136;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С390 (8-50 мм);390;-390000;390000;390000;520000;206000000;0.001893;0.001136;-0.025000;0.001893;0.000000;0.001893;0.001136;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С390 (16-40 мм);390;-390000;390000;390000;520000;206000000;0.001893;0.001136;-0.025000;0.001893;0.000000;0.001893;0.001136;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С390 (40-60 мм);385;-385000;385000;385000;520000;206000000;0.001869;0.001121;-0.025000;0.001869;0.000000;0.001869;0.001121;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С390 (60-80 мм);375;-375000;375000;375000;510000;206000000;0.001820;0.001092;-0.025000;0.001820;0.000000;0.001820;0.001092;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С390 (80-100 мм);365;-365000;365000;365000;510000;206000000;0.001772;0.001063;-0.025000;0.001772;0.000000;0.001772;0.001063;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С390 (100-160 мм);360;-360000;360000;360000;510000;206000000;0.001748;0.001049;-0.025000;0.001748;0.000000;0.001748;0.001049;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С390-1 (5-16 мм);390;-390000;390000;390000;520000;206000000;0.001893;0.001136;-0.025000;0.001893;0.000000;0.001893;0.001136;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С390-1 (8-50 мм);390;-390000;390000;390000;520000;206000000;0.001893;0.001136;-0.025000;0.001893;0.000000;0.001893;0.001136;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С390-1 (16-40 мм);390;-390000;390000;390000;520000;206000000;0.001893;0.001136;-0.025000;0.001893;0.000000;0.001893;0.001136;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С390-1 (40-60 мм);385;-385000;385000;385000;520000;206000000;0.001869;0.001121;-0.025000;0.001869;0.000000;0.001869;0.001121;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С390-1 (60-80 мм);375;-375000;375000;375000;510000;206000000;0.001820;0.001092;-0.025000;0.001820;0.000000;0.001820;0.001092;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С390-1 (80-100 мм);365;-365000;365000;365000;510000;206000000;0.001772;0.001063;-0.025000;0.001772;0.000000;0.001772;0.001063;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С390-1 (100-160 мм);360;-360000;360000;360000;510000;206000000;0.001748;0.001049;-0.025000;0.001748;0.000000;0.001748;0.001049;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С390П (2-40 мм);390;-390000;390000;390000;520000;206000000;0.001893;0.001136;-0.025000;0.001893;0.000000;0.001893;0.001136;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С440 (5-16 мм);440;-440000;440000;440000;540000;206000000;0.002136;0.001282;-0.025000;0.002136;0.000000;0.002136;0.001282;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С440 (8-50 мм);440;-440000;440000;440000;540000;206000000;0.002136;0.001282;-0.025000;0.002136;0.000000;0.002136;0.001282;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С440 (16-40 мм);440;-440000;440000;440000;540000;206000000;0.002136;0.001282;-0.025000;0.002136;0.000000;0.002136;0.001282;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С440 (40-60 мм);430;-430000;430000;430000;540000;206000000;0.002087;0.001252;-0.025000;0.002087;0.000000;0.002087;0.001252;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С440 (60-80 мм);425;-425000;425000;425000;530000;206000000;0.002063;0.001238;-0.025000;0.002063;0.000000;0.002063;0.001238;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С440 (80-100 мм);415;-415000;415000;415000;530000;206000000;0.002015;0.001209;-0.025000;0.002015;0.000000;0.002015;0.001209;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С440 (100-160 мм);405;-405000;405000;405000;530000;206000000;0.001966;0.001180;-0.025000;0.001966;0.000000;0.001966;0.001180;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С550 (8-50 мм);540;-540000;540000;540000;640000;206000000;0.002621;0.001573;-0.025000;0.002621;0.000000;0.002621;0.001573;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С590 (8-50 мм);590;-590000;590000;590000;685000;206000000;0.002864;0.001718;-0.025000;0.002864;0.000000;0.002864;0.001718;0.025000;4;1;0;Листовой, широкополосный универсальный, сортовой прокат и трубы;СП 16.13330.2017
С245 (4-20 мм);245;-245000;245000;245000;370000;206000000;0.001189;0.000714;-0.025000;0.001189;0.000000;0.001189;0.000714;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С245 (20-40 мм);235;-235000;235000;235000;370000;206000000;0.001141;0.000684;-0.025000;0.001141;0.000000;0.001141;0.000684;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С255 (4-10 мм);255;-255000;255000;255000;380000;206000000;0.001238;0.000743;-0.025000;0.001238;0.000000;0.001238;0.000743;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С255 (10-20 мм);245;-245000;245000;245000;370000;206000000;0.001189;0.000714;-0.025000;0.001189;0.000000;0.001189;0.000714;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С255 (20-40 мм);235;-235000;235000;235000;370000;206000000;0.001141;0.000684;-0.025000;0.001141;0.000000;0.001141;0.000684;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С345 (4-10 мм);345;-345000;345000;345000;480000;206000000;0.001675;0.001005;-0.025000;0.001675;0.000000;0.001675;0.001005;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С345 (10-20 мм);325;-325000;325000;325000;470000;206000000;0.001578;0.000947;-0.025000;0.001578;0.000000;0.001578;0.000947;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С345 (20-40 мм);305;-305000;305000;305000;460000;206000000;0.001481;0.000888;-0.025000;0.001481;0.000000;0.001481;0.000888;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С345К (4-10 мм);345;-345000;345000;345000;480000;206000000;0.001675;0.001005;-0.025000;0.001675;0.000000;0.001675;0.001005;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С355 (5-16 мм);355;-355000;355000;355000;490000;206000000;0.001723;0.001034;-0.025000;0.001723;0.000000;0.001723;0.001034;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С355 (8-16 мм);355;-355000;355000;355000;470000;206000000;0.001723;0.001034;-0.025000;0.001723;0.000000;0.001723;0.001034;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С355 (16-40 мм);345;-345000;345000;345000;480000;206000000;0.001675;0.001005;-0.025000;0.001675;0.000000;0.001675;0.001005;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С355 (40-60 мм);340;-340000;340000;340000;470000;206000000;0.001650;0.000990;-0.025000;0.001650;0.000000;0.001650;0.000990;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С355-1 (5-16 мм);355;-355000;355000;355000;490000;206000000;0.001723;0.001034;-0.025000;0.001723;0.000000;0.001723;0.001034;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С355-1 (8-16 мм);355;-355000;355000;355000;470000;206000000;0.001723;0.001034;-0.025000;0.001723;0.000000;0.001723;0.001034;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С355-1 (16-40 мм);345;-345000;345000;345000;480000;206000000;0.001675;0.001005;-0.025000;0.001675;0.000000;0.001675;0.001005;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С355-1 (40-60 мм);340;-340000;340000;340000;470000;206000000;0.001650;0.000990;-0.025000;0.001650;0.000000;0.001650;0.000990;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С390 (5-10 мм);390;-390000;390000;390000;520000;206000000;0.001893;0.001136;-0.025000;0.001893;0.000000;0.001893;0.001136;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С390 (8-10 мм);390;-390000;390000;390000;520000;206000000;0.001893;0.001136;-0.025000;0.001893;0.000000;0.001893;0.001136;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С390 (10-20 мм);380;-380000;380000;380000;500000;206000000;0.001845;0.001107;-0.025000;0.001845;0.000000;0.001845;0.001107;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С390 (20-40 мм);370;-370000;370000;370000;490000;206000000;0.001796;0.001078;-0.025000;0.001796;0.000000;0.001796;0.001078;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С390 (40-60 мм);365;-365000;365000;365000;485000;206000000;0.001772;0.001063;-0.025000;0.001772;0.000000;0.001772;0.001063;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С440 (5-10 мм);440;-440000;440000;440000;600000;206000000;0.002136;0.001282;-0.025000;0.002136;0.000000;0.002136;0.001282;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С440 (10-20 мм);440;-440000;440000;440000;580000;206000000;0.002136;0.001282;-0.025000;0.002136;0.000000;0.002136;0.001282;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С440 (20-40 мм);430;-430000;430000;430000;550000;206000000;0.002087;0.001252;-0.025000;0.002087;0.000000;0.002087;0.001252;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С440 (40-60 мм);420;-420000;420000;420000;520000;206000000;0.002039;0.001223;-0.025000;0.002039;0.000000;0.002039;0.001223;0.025000;4;1;0;Фасонный прокат;СП 16.13330.2017
С255Б (0-10 мм);255;-255000;255000;255000;380000;206000000;0.001238;0.000743;-0.025000;0.001238;0.000000;0.001238;0.000743;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С255Б (10-20 мм);245;-245000;245000;245000;370000;206000000;0.001189;0.000714;-0.025000;0.001189;0.000000;0.001189;0.000714;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С255Б (20-40 мм);235;-235000;235000;235000;370000;206000000;0.001141;0.000684;-0.025000;0.001141;0.000000;0.001141;0.000684;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С255Б (40-60 мм);235;-235000;235000;235000;370000;206000000;0.001141;0.000684;-0.025000;0.001141;0.000000;0.001141;0.000684;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С255Б (60-80 мм);225;-225000;225000;225000;370000;206000000;0.001092;0.000655;-0.025000;0.001092;0.000000;0.001092;0.000655;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С255Б (80-100 мм);215;-215000;215000;215000;370000;206000000;0.001044;0.000626;-0.025000;0.001044;0.000000;0.001044;0.000626;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С255Б (100-1000 мм);200;-200000;200000;200000;360000;206000000;0.000971;0.000583;-0.025000;0.000971;0.000000;0.000971;0.000583;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С255Б-1 (0-10 мм);255;-255000;255000;255000;380000;206000000;0.001238;0.000743;-0.025000;0.001238;0.000000;0.001238;0.000743;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С255Б-1 (10-20 мм);245;-245000;245000;245000;370000;206000000;0.001189;0.000714;-0.025000;0.001189;0.000000;0.001189;0.000714;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С255Б-1 (20-40 мм);235;-235000;235000;235000;370000;206000000;0.001141;0.000684;-0.025000;0.001141;0.000000;0.001141;0.000684;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С255Б-1 (40-60 мм);235;-235000;235000;235000;370000;206000000;0.001141;0.000684;-0.025000;0.001141;0.000000;0.001141;0.000684;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С255Б-1 (60-80 мм);225;-225000;225000;225000;370000;206000000;0.001092;0.000655;-0.025000;0.001092;0.000000;0.001092;0.000655;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С255Б-1 (80-100 мм);215;-215000;215000;215000;370000;206000000;0.001044;0.000626;-0.025000;0.001044;0.000000;0.001044;0.000626;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С255Б-1 (100-1000 мм);200;-200000;200000;200000;360000;206000000;0.000971;0.000583;-0.025000;0.000971;0.000000;0.000971;0.000583;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С345Б (0-10 мм);345;-345000;345000;345000;480000;206000000;0.001675;0.001005;-0.025000;0.001675;0.000000;0.001675;0.001005;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С345Б (10-20 мм);325;-325000;325000;325000;470000;206000000;0.001578;0.000947;-0.025000;0.001578;0.000000;0.001578;0.000947;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С345Б (20-40 мм);305;-305000;305000;305000;460000;206000000;0.001481;0.000888;-0.025000;0.001481;0.000000;0.001481;0.000888;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С345Б (40-60 мм);285;-285000;285000;285000;450000;206000000;0.001383;0.000830;-0.025000;0.001383;0.000000;0.001383;0.000830;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С345Б-1 (0-10 мм);345;-345000;345000;345000;490000;206000000;0.001675;0.001005;-0.025000;0.001675;0.000000;0.001675;0.001005;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С345Б-1 (10-20 мм);325;-325000;325000;325000;470000;206000000;0.001578;0.000947;-0.025000;0.001578;0.000000;0.001578;0.000947;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С345Б-1 (20-40 мм);305;-305000;305000;305000;460000;206000000;0.001481;0.000888;-0.025000;0.001481;0.000000;0.001481;0.000888;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С345Б-1 (40-60 мм);285;-285000;285000;285000;450000;206000000;0.001383;0.000830;-0.025000;0.001383;0.000000;0.001383;0.000830;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С355Б (0-20 мм);355;-355000;355000;355000;470000;206000000;0.001723;0.001034;-0.025000;0.001723;0.000000;0.001723;0.001034;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С355Б (20-40 мм);345;-345000;345000;345000;470000;206000000;0.001675;0.001005;-0.025000;0.001675;0.000000;0.001675;0.001005;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С355Б (40-60 мм);340;-340000;340000;340000;470000;206000000;0.001650;0.000990;-0.025000;0.001650;0.000000;0.001650;0.000990;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С355Б (60-80 мм);325;-325000;325000;325000;460000;206000000;0.001578;0.000947;-0.025000;0.001578;0.000000;0.001578;0.000947;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С355Б (80-100 мм);315;-315000;315000;315000;460000;206000000;0.001529;0.000917;-0.025000;0.001529;0.000000;0.001529;0.000917;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С355Б (100-1000 мм);295;-295000;295000;295000;460000;206000000;0.001432;0.000859;-0.025000;0.001432;0.000000;0.001432;0.000859;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С355Б-1 (0-20 мм);355;-355000;355000;355000;470000;206000000;0.001723;0.001034;-0.025000;0.001723;0.000000;0.001723;0.001034;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С355Б-1 (20-40 мм);345;-345000;345000;345000;470000;206000000;0.001675;0.001005;-0.025000;0.001675;0.000000;0.001675;0.001005;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С355Б-1 (40-60 мм);335;-335000;335000;335000;470000;206000000;0.001626;0.000976;-0.025000;0.001626;0.000000;0.001626;0.000976;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С390Б (0-30 мм);390;-390000;390000;390000;520000;206000000;0.001893;0.001136;-0.025000;0.001893;0.000000;0.001893;0.001136;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С390Б (30-60 мм);370;-370000;370000;370000;490000;206000000;0.001796;0.001078;-0.025000;0.001796;0.000000;0.001796;0.001078;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С390Б (30-60 мм);370;-370000;370000;370000;490000;206000000;0.001796;0.001078;-0.025000;0.001796;0.000000;0.001796;0.001078;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С390Б (60-80 мм);360;-360000;360000;360000;480000;206000000;0.001748;0.001049;-0.025000;0.001748;0.000000;0.001748;0.001049;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С390Б (80-100 мм);350;-350000;350000;350000;480000;206000000;0.001699;0.001019;-0.025000;0.001699;0.000000;0.001699;0.001019;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
С390Б (100-1000 мм);330;-330000;330000;330000;470000;206000000;0.001602;0.000961;-0.025000;0.001602;0.000000;0.001602;0.000961;0.025000;4;1;0;Фасонный прокат в виде двутавров с параллельными гранями полок;СП 16.13330.2017
